210012681	141
240661729	141
260147033	141
474871101	141
493030483	141
494772971	141
627391826	141
732650753	141
751118505	141
789217939	141
812699550	141
834823667	141
892063221	141
927711068	141
948174537	141
960922772	141
989958382	141
1088575669	141
1224175457	141
1754166455	141
1968050881	141
2025518226	141
5529109325	141
206971305	119
482197805	119
537436512	119
584529471	119
613920282	119
621910857	119
748965079	119
836850802	119
907381751	119
927173244	119
928056752	119
983029161	119
1063113125	119
1097419698	119
1376169746	119
1391063629	119
1494344669	119
1617254704	119
1622134508	119
2109265021	119
5116084915	119
5372685825	119
364654190	118
419571354	118
646159034	118
729474297	118
748841668	118
822867265	118
847993090	118
902479581	118
905600669	118
995985408	118
1199927502	118
1245839412	118
1318994879	118
1345892181	118
1370297060	118
1798087854	118
1917757056	118
173272420	117
266415667	117
289507380	117
426939151	117
476841404	117
481919114	117
716378119	117
766224878	117
861814154	117
862248631	117
894884366	117
940265544	117
950420178	117
1073746362	117
1245823210	117
1268576011	117
1660039394	117
1746411191	117
1860499002	117
5406917402	117
5625734635	117
210939629	116
229767093	116
330061509	116
348124129	116
378209038	116
432180409	116
502365811	116
513888228	116
644522502	116
852704760	116
856882511	116
911041586	116
922990797	116
961903169	116
973133549	116
1204264181	116
1354400710	116
1608662426	116
1901921993	116
2105385052	116
5235116591	116
257762995	115
323157711	115
465309009	115
562262866	115
566773107	115
675270743	115
681347571	115
728899023	115
753388843	115
779239227	115
823907599	115
901480676	115
930142402	115
1034373815	115
1074076261	115
1161414168	115
1215973711	115
1231016225	115
1309734582	115
1418535963	115
354617175	114
385423805	114
429920053	114
443953629	114
498622051	114
570512991	114
672751174	114
739780360	114
812837164	114
828780708	114
829843682	114
862609257	114
1057215396	114
1090870431	114
1154859794	114
1213795684	114
1239287681	114
1350722634	114
1750022665	114
5232527479	114
387332168	113
439476112	113
632141476	113
676138013	113
693968892	113
707202616	113
751683261	113
834184760	113
895736053	113
896156825	113
912685824	113
970036861	113
1059866736	113
1069715708	113
1131310122	113
1232504613	113
1653622475	113
1896702472	113
5280601168	113
5477554688	113
377272275	112
562131884	112
562706515	112
633011980	112
694144143	112
724233682	112
779112164	112
892959341	112
900695644	112
933306363	112
990148599	112
1064197049	112
1432585983	112
1741120674	112
1856730088	112
1903948467	112
1919750546	112
5197316987	112
5562548588	112
5788720416	112
410771084	111
459439641	111
590914146	111
637096938	111
670534377	111
702663535	111
751421270	111
806803035	111
808511397	111
838407823	111
842909988	111
1040493815	111
1125145067	111
1243094643	111
1319415520	111
1441098103	111
1441114036	111
1843740428	111
2005976023	111
2107478134	111
5765422743	111
401012415	110
416633978	110
599504746	110
735268799	110
774544507	110
820205082	110
828865884	110
851173087	110
852344624	110
900735515	110
907323447	110
907849262	110
999044371	110
1046416422	110
1068356299	110
1248489866	110
1799940623	110
1892486794	110
1979315870	110
5496473781	110
312436553	109
356334852	109
627269886	109
650073099	109
769514792	109
785935666	109
800866313	109
846445081	109
969001692	109
1006284845	109
1019837295	109
1040275581	109
1085033961	109
1109347093	109
1135098931	109
1211240919	109
1254216584	109
1358519453	109
5106815853	109
5208053511	109
5402712950	109
284647928	108
543194105	108
563982917	108
627001973	108
789551439	108
813662095	108
873286889	108
881559154	108
957778323	108
993248712	108
1021881693	108
1070490104	108
1157725030	108
1354750482	108
1434851872	108
2129240610	108
5104414778	108
5241085117	108
5373404810	108
5493508008	108
5538998594	108
417977718	107
497073007	107
499052735	107
531132664	107
598711368	107
644090975	107
689726387	107
709635441	107
780421284	107
784687717	107
817035174	107
876570212	107
959517113	107
1169975971	107
1221759215	107
1331977608	107
1383048683	107
1617738357	107
1774791219	107
207740861	106
219953492	106
360825762	106
407796912	106
408004101	106
419969992	106
462979747	106
570410850	106
662984451	106
667390810	106
844660865	106
890409076	106
1089632778	106
1139700949	106
1177398352	106
1656316818	106
1698824907	106
2009605515	106
5353951845	106
5535843139	106
323543502	105
349692605	105
414673125	105
498288630	105
501196400	105
636173900	105
717604665	105
738672033	105
876755456	105
907823249	105
960327165	105
1046931849	105
1084536976	105
1299752130	105
1300251232	105
1375288338	105
1546677687	105
1656539053	105
1659011592	105
1823546844	105
1958044740	105
403315464	104
532843120	104
782593668	104
801718701	104
815606181	104
823641986	104
980448222	104
1056076466	104
1089721088	104
1128446858	104
1279131326	104
1350148251	104
1369481897	104
1448760085	104
1496470586	104
1876461455	104
5004104315	104
5075391241	104
5223188380	104
5443677213	104
5448618775	104
192595267	103
267318706	103
404947280	103
412333729	103
472658093	103
581030409	103
666341331	103
683558379	103
695938988	103
714564364	103
748833098	103
769320012	103
826403506	103
834916825	103
933559401	103
940797233	103
1223517012	103
1263987233	103
1280577959	103
2140246121	103
443034515	102
560723546	102
641478849	102
661733394	102
691585295	102
728425199	102
780756656	102
784468617	102
788003025	102
805663503	102
809196456	102
852639945	102
957422848	102
1039907119	102
1040520307	102
1057641764	102
1120109915	102
1128597464	102
1372800530	102
1451024519	102
5588454005	102
230146401	101
303079153	101
517715321	101
531071677	101
543819922	101
586455712	101
598315111	101
703609939	101
761735235	101
826773560	101
827778009	101
870478121	101
947356783	101
972348817	101
1021962843	101
1075081898	101
1314622819	101
1333134520	101
1416572234	101
1733375281	101
1756803811	101
5364377886	101
